"","date","Variable","mean_daily","sd_daily","station","month","year","upper_ci","lower_ci"
"1",2007-01-03,"do_mgl",9.89545454545455,0.136197590102702,"NAR",1,2007,10.0316521355572,9.75925695535184
"2",2007-01-04,"do_mgl",9.69375,0.34268675277331,"NAR",1,2007,10.0364367527733,9.35106324722669
"3",2007-01-05,"do_mgl",9.63125,0.146044333571765,"NAR",1,2007,9.77729433357177,9.48520566642823
"4",2007-01-06,"do_mgl",9.56145833333333,0.179102905831237,"NAR",1,2007,9.74056123916457,9.3823554275021
"5",2007-01-07,"do_mgl",9.60416666666667,0.377224396896642,"NAR",1,2007,9.98139106356331,9.22694226977002
"6",2007-01-08,"do_mgl",9.86041666666667,0.260153463481468,"NAR",1,2007,10.1205701301481,9.6002632031852
"7",2007-01-09,"do_mgl",9.765625,0.296941647643545,"NAR",1,2007,10.0625666476435,9.46868335235646
"8",2007-01-10,"do_mgl",10.20625,0.271763248357637,"NAR",1,2007,10.4780132483576,9.93448675164236
"9",2007-01-11,"do_mgl",10.49375,0.370152884487933,"NAR",1,2007,10.8639028844879,10.1235971155121
"10",2007-01-12,"do_mgl",10.5395833333333,0.254011672614786,"NAR",1,2007,10.7935950059481,10.2855716607185
"11",2007-01-13,"do_mgl",10.2864583333333,0.217458909205814,"NAR",1,2007,10.5039172425391,10.0689994241275
"12",2007-01-14,"do_mgl",10.4041666666667,0.174063912440331,"NAR",1,2007,10.578230579107,10.2301027542263
"13",2007-01-15,"do_mgl",10.6427083333333,0.183959258456675,"NAR",1,2007,10.82666759179,10.4587490748767
"14",2007-01-16,"do_mgl",10.303125,0.191642828418416,"NAR",1,2007,10.4947678284184,10.1114821715816
"15",2007-01-17,"do_mgl",10.090625,0.230367269696388,"NAR",1,2007,10.3209922696964,9.86025773030361
"16",2007-01-18,"do_mgl",10.1833333333333,0.134294779195985,"NAR",1,2007,10.3176281125293,10.0490385541373
"17",2007-01-19,"do_mgl",9.89895833333333,0.179762879879179,"NAR",1,2007,10.0787212132125,9.71919545345415
"18",2007-01-20,"do_mgl",9.76979166666667,0.247139334945275,"NAR",1,2007,10.0169310016119,9.52265233172139
"19",2007-01-21,"do_mgl",9.88333333333333,0.175119007154183,"NAR",1,2007,10.0584523404875,9.70821432617915
"20",2007-01-22,"do_mgl",9.92133333333333,0.115423232161132,"NAR",1,2007,10.0367565654945,9.8059101011722
"21",2007-01-31,"do_mgl",11.13125,0.22780509496129,"NAR",1,2007,11.3590550949613,10.9034449050387
"22",2007-02-01,"do_mgl",11.1822916666667,0.281722069709498,"NAR",2,2007,11.4640137363762,10.9005695969572
"23",2007-02-02,"do_mgl",11.1166666666667,0.110183260421867,"NAR",2,2007,11.2268499270885,11.0064834062448
"24",2007-02-03,"do_mgl",10.9947916666667,0.390511079879652,"NAR",2,2007,11.3853027465463,10.604280586787
"25",2007-02-04,"do_mgl",11.1854166666667,0.195732990343406,"NAR",2,2007,11.3811496570101,10.9896836763233
"26",2007-02-05,"do_mgl",11.48125,0.346808759678117,"NAR",2,2007,11.8280587596781,11.1344412403219
"27",2007-02-06,"do_mgl",11.75,0.343664463041925,"NAR",2,2007,12.0936644630419,11.4063355369581
"28",2007-02-07,"do_mgl",11.8729166666667,0.251512965729055,"NAR",2,2007,12.1244296323957,11.6214037009376
"29",2007-02-08,"do_mgl",12.0427083333333,0.209633661251777,"NAR",2,2007,12.2523419945851,11.8330746720816
"30",2007-02-09,"do_mgl",12.13125,0.153768452037813,"NAR",2,2007,12.2850184520378,11.9774815479622
"31",2007-02-10,"do_mgl",12.3802083333333,0.296157778598776,"NAR",2,2007,12.6763661119321,12.0840505547346
"32",2007-02-11,"do_mgl",12.8354166666667,0.285428271629869,"NAR",2,2007,13.1208449382965,12.5499883950368
"33",2007-02-12,"do_mgl",13.0458333333333,0.278687399547713,"NAR",2,2007,13.324520732881,12.7671459337856
"34",2007-02-13,"do_mgl",13.41875,0.179069230951842,"NAR",2,2007,13.5978192309518,13.2396807690482
"35",2007-02-14,"do_mgl",12.9854166666667,0.569760645343688,"NAR",2,2007,13.5551773120104,12.415656021323
"36",2007-02-15,"do_mgl",12.240625,0.471186213050022,"NAR",2,2007,12.71181121305,11.76943878695
"37",2007-02-16,"do_mgl",12.6229166666667,0.291810741358042,"NAR",2,2007,12.9147274080247,12.3311059253086
"38",2007-02-17,"do_mgl",12.5822916666667,0.27720210816646,"NAR",2,2007,12.8594937748331,12.3050895585002
"39",2007-02-18,"do_mgl",12.64375,0.246154636891442,"NAR",2,2007,12.8899046368914,12.3975953631086
"40",2007-02-19,"do_mgl",12.440625,0.304554247177222,"NAR",2,2007,12.7451792471772,12.1360707528228
"41",2007-02-20,"do_mgl",12.375,0.196281216089247,"NAR",2,2007,12.5712812160892,12.1787187839108
"42",2007-02-21,"do_mgl",12.4697916666667,0.517304713555431,"NAR",2,2007,12.9870963802221,11.9524869531112
"43",2007-02-22,"do_mgl",13.196875,0.405346667745809,"NAR",2,2007,13.6022216677458,12.7915283322542
"44",2007-02-23,"do_mgl",12.8333333333333,0.461500223337271,"NAR",2,2007,13.2948335566706,12.3718331099961
"45",2007-02-24,"do_mgl",12.234375,0.265895953137194,"NAR",2,2007,12.5002709531372,11.9684790468628
"46",2007-02-25,"do_mgl",12.4958333333333,0.279064854437918,"NAR",2,2007,12.7748981877713,12.2167684788954
"47",2007-02-26,"do_mgl",12.840625,0.301427524674803,"NAR",2,2007,13.1420525246748,12.5391974753252
"48",2007-02-27,"do_mgl",12.8989583333333,0.345952473665224,"NAR",2,2007,13.2449108069986,12.5530058596681
"49",2007-02-28,"do_mgl",12.6510416666667,0.343356433390838,"NAR",2,2007,12.9943981000575,12.3076852332758
"50",2007-03-01,"do_mgl",12.7166666666667,0.35943425331504,"NAR",3,2007,13.0761009199817,12.3572324133516
"51",2007-03-02,"do_mgl",12.065625,0.530506833132242,"NAR",3,2007,12.5961318331322,11.5351181668678
"52",2007-03-03,"do_mgl",11.4177083333333,0.206216437992333,"NAR",3,2007,11.6239247713257,11.211491895341
"53",2007-03-04,"do_mgl",11.3427083333333,0.193442384549899,"NAR",3,2007,11.5361507178832,11.1492659487834
"54",2007-03-05,"do_mgl",11.5583333333333,0.239590293567852,"NAR",3,2007,11.7979236269012,11.3187430397655
"55",2007-03-06,"do_mgl",11.2052083333333,0.169438572422461,"NAR",3,2007,11.3746469057558,11.0357697609109
"56",2007-03-07,"do_mgl",11.271875,0.214575774862622,"NAR",3,2007,11.4864507748626,11.0572992251374
"57",2007-03-08,"do_mgl",11.4697916666667,0.144455268375381,"NAR",3,2007,11.614246935042,11.3253363982913
"58",2007-03-09,"do_mgl",11.68125,0.280718064219151,"NAR",3,2007,11.9619680642192,11.4005319357808
"59",2007-03-10,"do_mgl",11.65625,0.11859928108418,"NAR",3,2007,11.7748492810842,11.5376507189158
