"","t","temp"
"1",2007-01-26,2.35208333333333
"2",2007-01-30,2.409375
"3",2007-02-03,2.59270833333333
"4",2007-05-13,10.0125
"5",2007-05-17,8.99479166666667
"6",2007-05-21,9.425
"7",2007-05-24,11.1697916666667
"8",2007-05-28,12.4614583333333
"9",2007-06-01,13.06875
"10",2007-06-05,12.3494736842105
"11",2007-06-22,12.5989583333333
"12",2007-06-24,11.6572916666667
"13",2007-06-26,14.1895833333333
"14",2007-06-28,12.25
"15",2007-07-27,18.2988636363636
"16",2007-07-29,16.48125
"17",2007-07-31,18.7770833333333
"18",2007-08-02,18.7010416666667
"19",2007-08-04,16.5010416666667
"20",2007-08-06,16.8208333333333
"21",2007-08-08,16.6666666666667
"22",2007-08-10,16.54375
"23",2007-08-12,16.4614583333333
"24",2007-08-14,16.7174418604651
"25",2007-08-16,15.796875
"26",2007-08-18,14.9104166666667
"27",2007-08-20,14.5260416666667
"28",2007-08-22,16.0395833333333
"29",2007-08-24,16.9916666666667
"30",2007-08-26,15.4385416666667
"31",2007-08-28,17.0270833333333
"32",2007-08-30,17.8104166666667
"33",2007-09-01,17.1510416666667
"34",2007-09-07,15.1547368421053
"35",2007-09-09,14.2666666666667
"36",2007-09-11,14.9229166666667
"37",2007-09-13,13.9197916666667
"38",2007-09-15,15.0302083333333
"39",2007-09-17,13.584375
"40",2007-09-19,14.3822916666667
"41",2007-09-21,15.53125
"42",2007-09-23,14.8135416666667
"43",2007-11-03,8.98020833333333
"44",2007-11-07,8.878125
"45",2007-11-11,7.45520833333333
"46",2007-11-30,6.78229166666667
"47",2007-12-04,4.84791666666667
"48",2007-12-08,4.33958333333333
"49",2007-12-19,2.18541666666667
"50",2007-12-21,2.05729166666667
"51",2007-12-25,3.828125
"52",2007-12-31,3.42291666666667
"53",2008-01-06,2.25520833333333
"54",2008-01-08,3.46875
"55",2008-01-10,4.703125
"56",2008-01-12,4.72604166666667
"57",2008-01-14,3.21979166666667
"58",2008-01-16,3.08333333333333
"59",2008-01-18,2.71979166666667
"60",2008-01-20,3.59479166666667
"61",2008-01-22,2.52291666666667
"62",2008-01-24,3.67083333333333
"63",2008-01-26,2.83333333333333
"64",2008-01-28,2.47395833333333
"65",2008-01-30,3.53958333333333
"66",2008-02-01,2.62708333333333
"67",2008-02-03,3.43645833333333
"68",2008-02-05,2.8375
"69",2008-02-07,1.92916666666667
"70",2008-02-09,2.19583333333333
"71",2008-02-11,1.20625
"72",2008-02-13,1.53229166666667
"73",2008-02-15,2.428125
"74",2008-02-17,2.19583333333333
"75",2008-02-19,3.64791666666667
"76",2008-02-21,3.16354166666667
"77",2008-03-04,3.10847457627119
"78",2008-03-08,3.25104166666667
"79",2008-03-12,2.66145833333333
"80",2008-03-14,3.05416666666667
"81",2008-03-17,2.834375
"82",2008-03-21,2.46354166666667
"83",2008-06-20,16.321875
"84",2008-06-24,17.090625
"85",2008-06-28,15.2625
"86",2008-07-02,16.7416666666667
"87",2008-07-06,16.7510416666667
"88",2008-07-10,14.3854166666667
"89",2008-07-14,15.309375
"90",2009-03-01,1.84375
"91",2009-03-05,1.96979166666667
"92",2009-03-09,2.84270833333333
"93",2009-03-13,2.63125
"94",2009-03-17,3.66354166666667
"95",2009-03-21,3.3875
"96",2009-03-23,3.05625
"97",2009-06-26,15.6833333333333
"98",2009-06-27,15.434375
"99",2009-06-28,15.4916666666667
"100",2009-06-29,15.3177083333333
"101",2009-06-30,14.9458333333333
"102",2009-07-01,14.528125
"103",2009-07-02,14.1052083333333
"104",2009-07-03,13.4489583333333
"105",2009-07-04,13.984375
"106",2009-07-05,12.9291666666667
"107",2009-07-06,14.6520833333333
"108",2009-07-07,16.7416666666667
"109",2009-07-08,16.2302083333333
"110",2009-07-09,15.859375
"111",2009-07-10,16.4385416666667
"112",2009-07-11,15.7958333333333
"113",2009-07-12,14.425
"114",2009-07-13,12.8947916666667
"115",2009-07-15,12.490625
"116",2009-07-17,17.1572916666667
"117",2009-07-19,16.803125
"118",2009-07-21,17.6520833333333
"119",2009-07-23,17.4895833333333
"120",2009-07-25,17.4947916666667
"121",2009-07-27,17.1770833333333
"122",2009-07-29,17.35
"123",2009-07-31,16.240625
"124",2009-08-02,16.4489583333333
"125",2009-08-04,17.6020833333333
"126",2009-08-07,16.1927083333333
"127",2009-08-11,16.034375
"128",2009-08-15,18.0354166666667
"129",2009-08-19,17.0885416666667
"130",2009-08-23,18.4541666666667
"131",2009-08-27,15.7885416666667
"132",2009-08-31,17.3958333333333
"133",2009-09-12,16.76875
"134",2009-09-16,16.9375
"135",2009-09-20,14.8875
"136",2009-09-24,15.496875
"137",2009-09-28,15.2885416666667
"138",2009-12-24,4.29895833333333
"139",2009-12-28,5.25833333333333
"140",2010-02-18,3.96666666666667
"141",2010-02-22,3.06458333333333
"142",2010-02-26,3.659375
"143",2010-03-02,4.21145833333333
"144",2010-03-06,3.29479166666667
"145",2010-03-10,4.01354166666667
"146",2010-03-14,3.85166666666667
"147",2010-03-16,5.03846153846154
"148",2010-03-17,5.04791666666667
"149",2010-03-18,4.940625
"150",2010-03-19,5.1
"151",2010-03-20,5.30208333333333
"152",2010-03-21,5.496875
"153",2010-03-22,6.12708333333333
"154",2010-03-23,5.846875
"155",2010-03-24,4.859375
"156",2010-03-25,4.97395833333333
"157",2010-03-26,5.09166666666667
"158",2010-03-27,4.32916666666667
"159",2010-03-28,4.67916666666667
"160",2010-03-29,5.04166666666667
"161",2010-03-30,5.27291666666667
"162",2010-03-31,5.81145833333333
"163",2010-04-01,6.73333333333333
"164",2010-04-02,6.96666666666667
"165",2010-04-03,7.36354166666667
"166",2010-04-04,6.64583333333333
"167",2010-04-05,6.51458333333333
"168",2010-04-06,6.64791666666667
"169",2010-04-07,7.025
"170",2010-04-08,7.36979166666667
"171",2010-04-09,8.01770833333333
"172",2010-04-11,5.74479166666667
"173",2010-04-12,5.96736842105263
"174",2010-04-16,7.44895833333333
"175",2010-04-20,8.58854166666667
"176",2010-04-24,9.88854166666667
"177",2010-04-28,8.03020833333333
"178",2010-05-02,8.72291666666667
"179",2010-05-06,9.12083333333333
"180",2011-01-02,5.60833333333333
"181",2011-01-27,0.83125
"182",2011-01-31,1.459375
"183",2011-02-04,0.25625
"184",2011-02-08,1.75729166666667
"185",2011-02-12,1.40625
"186",2011-02-16,2.38541666666667
"187",2011-02-20,2.00416666666667
"188",2011-02-24,2.08958333333333
"189",2011-02-28,1.9375
"190",2011-03-04,1.775
"191",2011-03-10,2.79791666666667
"192",2011-03-14,3.27604166666667
"193",2011-03-18,4.703125
"194",2011-03-22,3.71354166666667
"195",2011-03-26,3.21458333333333
"196",2011-03-30,4.53645833333333
"197",2011-04-01,3.725
"198",2011-04-03,4.60729166666667
"199",2011-04-05,4.28541666666667
"200",2011-04-08,5.00208333333333
"201",2011-04-12,6.14479166666667
"202",2011-04-16,6.33229166666667
"203",2011-04-20,6.18541666666667
"204",2011-04-24,6.78958333333333
"205",2011-04-28,8.94895833333333
"206",2011-05-02,10.0760416666667
"207",2011-08-12,18.4364583333333
"208",2011-08-13,18.7604166666667
"209",2011-08-14,18.4416666666667
"210",2011-08-15,18.103125
"211",2011-08-16,18.0385416666667
"212",2011-08-17,18.4958333333333
"213",2011-08-18,18.8614583333333
"214",2011-08-19,18.58125
"215",2011-08-20,18.6645833333333
"216",2011-08-21,18.2395833333333
"217",2011-08-22,16.30625
"218",2011-08-23,14.9395833333333
"219",2011-08-24,15.9489583333333
"220",2011-08-25,15.8125
"221",2011-08-26,15.59375
"222",2011-08-27,16.4270833333333
"223",2011-08-28,17.2697916666667
"224",2011-08-29,16.24375
"225",2011-08-30,16.4364583333333
"226",2011-08-31,17.7197916666667
"227",2011-09-01,18.0385416666667
"228",2011-09-05,17.74375
"229",2011-09-06,16.415625
"230",2011-09-10,17.753125
"231",2011-09-14,17.5125
"232",2011-09-18,15.9822916666667
"233",2011-09-22,16.2322916666667
"234",2011-09-26,18.1479166666667
"235",2011-09-30,17.5510416666667
