"","t","temp"
"1",2007-01-02,5.02083333333333
"2",2007-01-06,8.51875
"3",2007-01-10,5.56354166666667
"4",2007-01-14,5.98229166666667
"5",2007-01-18,1.64375
"6",2007-01-22,1.22604166666667
"7",2007-01-26,-0.8375
"8",2007-03-23,6.13541666666667
"9",2007-03-27,7.27916666666667
"10",2007-03-31,7.34583333333333
"11",2007-04-04,6.596875
"12",2007-04-08,5.17604166666667
"13",2007-04-12,7.325
"14",2007-04-14,7.27291666666667
"15",2007-04-16,7.1625
"16",2007-04-20,8.22083333333333
"17",2007-04-24,13.2
"18",2007-04-28,12.0364583333333
"19",2007-05-09,15.6947916666667
"20",2007-05-13,16.23125
"21",2007-05-17,15.2083333333333
"22",2007-05-21,13.85
"23",2007-05-25,18.6270833333333
"24",2007-05-29,19.690625
"25",2007-05-30,20.6978947368421
"26",2007-05-31,19.7760416666667
"27",2007-06-01,20.1697916666667
"28",2007-06-02,21.05
"29",2007-06-03,20.6666666666667
"30",2007-06-04,19.3385416666667
"31",2007-06-05,19.3541666666667
"32",2007-06-06,19.5229166666667
"33",2007-06-07,18.8989583333333
"34",2007-06-08,19.45625
"35",2007-06-09,19.746875
"36",2007-06-10,19.3
"37",2007-06-11,20.228125
"38",2007-06-14,16.784375
"39",2007-06-18,21.2510416666667
"40",2007-06-22,21.7458333333333
"41",2007-06-26,22.8364583333333
"42",2007-07-20,25.3614583333333
"43",2007-07-24,23.7552083333333
"44",2007-07-28,26.825
"45",2007-08-10,23.13125
"46",2007-08-14,23.7041666666667
"47",2007-08-31,24.19375
"48",2007-09-04,22.00625
"49",2007-09-08,22.2302083333333
"50",2007-09-12,20.9385416666667
"51",2007-11-03,11.6
"52",2007-11-07,10.2239583333333
"53",2007-11-11,7.83958333333333
"54",2007-11-15,10.1875
"55",2007-11-19,7.98020833333333
"56",2007-11-23,8.15208333333333
"57",2007-11-27,8.60729166666667
"58",2007-12-01,4.696875
"59",2007-12-05,0.7375
"60",2007-12-09,2.61979166666667
"61",2007-12-13,3.52395833333333
"62",2007-12-17,0.970833333333333
